text,label
I hate my day you know you know?,negative
I hate my day you know!!,negative
"In my experience, Hmm, I'm upset about my job",negative
"Hmm, I'm upset about my job...?",negative
"Honestly, I need to discuss my future don't you think???",neutral
"Actually, I'm upset about my relationship...",negative
I'm upset about my relationship... don't you think?,negative
I'm upset about my relationship...!,negative
I feel like I need to discuss my job from my perspective...!,neutral
I need to discuss my job from my perspective...! I think,neutral
I'm thinking about school right??? you know?,neutral
I'm thinking about school right????!,neutral
"You know, I love school quite",positive
I love school quite don't you think?,positive
"Actually, I love school don't you think?",positive
I love school don't you think? I think,positive
I love school don't you think??!,positive
"Honestly, I'm really happy about my health it seems right?",positive
"I love my family, right?",positive
"I love my family,!",positive
I'm disappointed with my family if you ask me,negative
"Actually, I'm really happy about my past.",positive
I'm really happy about my past. you know?,positive
I'm really happy about my past.!,positive
"Look, I love my relationship maybe",positive
"You know, Listen, I'm disappointed with my past wouldn't you say?",negative
"Listen, I'm disappointed with my past wouldn't you say?!!",negative
I'm disappointed with work actually?? from my perspective,negative
I'm disappointed with work actually???!,negative
"In my experience, I hate my family you know",negative
I hate my family you know from my perspective,negative
"Maybe Honestly, Let's talk about my past",neutral
"Honestly, Let's talk about my past!!",neutral
"Actually, I'm excited for my day right?",positive
"Actually, Hey, I'm upset about my job quite",negative
"Look, I'm really happy about my past actually you know?",positive
"Actually, I hate work it seems......",negative
I think I'm really happy about my past...,positive
"Look, Let's talk about my past in my opinion right?",neutral
"Look, Let's talk about my past in my opinion?!",neutral
"You know, Listen, I'm thinking about my friends from my perspective",neutral
"Listen, I'm thinking about my friends from my perspective...",neutral
"You know what, I'm excited for my future maybe",positive
"Maybe Honestly, I'm really happy about my future",positive
"Honestly, I'm really happy about my future I think",positive
"In my experience, Well, I'm upset about school don't you think?...!",negative
"Well, I'm upset about school don't you think?...! right?",negative
"Well, I'm upset about school don't you think?...!!!",negative
"Actually, I love my relationship very...?",positive
I need to discuss my job very,neutral
"You know, I'm excited for my past I think",positive
I'm excited for my past I think right?,positive
I believe I love school if you ask me,positive
I love school if you ask me maybe,positive
I love school if you ask me...?,positive
"You know what, I'm upset about my future?? right?",negative
I love my past if you ask me? you know?,positive
I'm excited for my health don't you think? maybe,positive
I hate my future wouldn't you say??? right?,negative
"Hmm, I'm really happy about my health wouldn't you say?! don't you think?",positive
"Hmm, I'm really happy about my health wouldn't you say?!...?",positive
"In my experience, I'm excited for my relationship actually",positive
I'm excited for my relationship actually!,positive
I hate my future I believe don't you think?,negative
"You know, Look, Let's talk about my job right?",neutral
"To be honest, Let's talk about my job in my opinion from my perspective",neutral
"To be honest, Let's talk about my job in my opinion...?",neutral
Maybe I'm really happy about work really,positive
I'm really happy about work really from my perspective,positive
I feel like I'm excited for my job as far as I can tell...!,positive
I feel like I hate work.,negative
I hate work. from my perspective,negative
"Honestly, You know what, I'm upset about my family it seems",negative
I'm disappointed with my future don't you think?,negative
"Honestly, Hey, I'm disappointed with my relationship it seems.",negative
"Hey, I'm disappointed with my relationship it seems. from my perspective",negative
"Honestly, I love school if you ask me...!",positive
"I believe Honestly, I'm disappointed with school I suppose",negative
"Honestly, I'm disappointed with school I suppose...?",negative
"You know, Hmm, I'm thinking about my health as far as I can tell...",neutral
"Hmm, I'm thinking about my health as far as I can tell...?!",neutral
"Honestly, To be honest, I'm thinking about my health you know??",neutral
"I mean, I hate school maybe",negative
"I mean, I hate school?!",negative
"I believe Look, Let's talk about my friends!!",neutral
"Look, Let's talk about my friends!! you know?",neutral
"I believe Listen, I love my family",positive
"Listen, I love my family I think",positive
"Listen, I love my family!!",positive
I believe I'm thinking about my future right??,neutral
"You know, I hate school you know,",negative
"I hate school you know, right?",negative
"I hate school you know,!",negative
"Honestly, I'm thinking about my future it seems??",neutral
I'm thinking about my future it seems??...,neutral
"I think Let's talk about work,",neutral
"Let's talk about work, don't you think?",neutral
"Let's talk about work,...?",neutral
"You know, Look, I hate my past as far as I can tell",negative
"Look, I hate my past as far as I can tell I think",negative
"I feel like Well, I love work as far as I can tell",positive
"Well, I love work as far as I can tell you know?",positive
"Actually, I hate my job quite!",negative
"Actually, I'm thinking about my friends.",neutral
I need to discuss my friends actually!,neutral
"You know what, I'm excited for my friends really!!",positive
I'm disappointed with my health I suppose you know?,negative
I'm disappointed with my health I suppose...,negative
"Honestly, You know what, I need to discuss my past in my opinion",neutral
"You know what, I need to discuss my past in my opinion I think",neutral
"Honestly, I'm really happy about school if you ask me?!",positive
"Hmm, Let's talk about my future",neutral
"Actually, I need to discuss my past as far as I can tell,",neutral
"I need to discuss my past as far as I can tell, right?",neutral
"Honestly, I'm disappointed with my relationship I believe",negative
I'm disappointed with my relationship I believe I think,negative
I'm disappointed with my relationship I believe!,negative
Maybe I need to discuss work right?,neutral
I need to discuss work right? I think,neutral
I need to discuss work right?...,neutral
"Actually, Let's talk about my friends right?...",neutral
Let's talk about my friends right?... right?,neutral
"Actually, I hate work as far as I can tell?! I think",negative
"Actually, I hate my health??",negative
I hate my health?? right?,negative
"You know, Listen, Let's talk about my health I believe...!",neutral
"Listen, Let's talk about my health I believe...! right?",neutral
"Honestly, You know what, I'm upset about my health from my perspective!!",negative
"You know what, I'm upset about my health from my perspective!!?!",negative
"To be honest, I'm disappointed with my health in my opinion",negative
"So, Let's talk about my day wouldn't you say?",neutral
"Look, I'm thinking about my future from my perspective",neutral
"Look, I'm thinking about my future...",neutral
"Well, I'm excited for school quite in my opinion",positive
"Well, I'm excited for school quite...?",positive
"Actually, I love school wouldn't you say?,",positive
"I love school wouldn't you say?, right?",positive
"You know, I'm excited for work quite??",positive
I'm excited for work quite?? in my opinion,positive
"Listen, I need to discuss my friends really from my perspective",neutral
"Well, I'm upset about my friends I think",negative
I'm disappointed with work really?? I think,negative
I'm disappointed with work really??!!,negative
"You know, I'm excited for my health quite?",positive
I'm excited for my health quite? in my opinion,positive
"You know, Hmm, I'm upset about my relationship you know",negative
"Maybe You see, I'm upset about my relationship",negative
"You see, I'm upset about my relationship right?",negative
"Honestly, I'm really happy about school wouldn't you say?... you know?",positive
"You know, I mean, I'm excited for school!",positive
"I mean, I'm excited for school! maybe",positive
"I believe I mean, I need to discuss my future...!",neutral
"I mean, I need to discuss my future...! right?",neutral
I'm upset about my relationship I think?!,negative
"Maybe Look, I love school actually?",positive
"Look, I love school actually??!",positive
"Listen, I'm upset about my health? in my opinion",negative
"Listen, I'm upset about my health?!",negative
I need to discuss my health I suppose?? in my opinion,neutral
"Hmm, I hate my relationship I think right?",negative
"Hmm, I hate my relationship I think?!",negative
"You know, To be honest, I love my health it seems",positive
"Actually, Let's talk about my day I think",neutral
"In my experience, I mean, I'm upset about school!",negative
"I mean, I'm upset about school!?!",negative
I need to discuss my family if you ask me!!,neutral
"Hmm, I'm excited for my future",positive
"I need to discuss my past wouldn't you say?, right?",neutral
"I need to discuss my past wouldn't you say?,!",neutral
Let's talk about my day it seems...,neutral
"So, I'm disappointed with my past from my perspective...! I think",negative
I believe I hate my relationship actually.,negative
I hate my relationship actually. in my opinion,negative
I hate my relationship actually.?!,negative
I'm disappointed with my job I believe!!...?,negative
"In my experience, I'm upset about my future right?",negative
I'm upset about my future right? maybe,negative
I'm upset about my future right?!,negative
"Honestly, I'm thinking about my friends don't you think?",neutral
"Honestly, I mean, I need to discuss my job",neutral
"I mean, I need to discuss my job maybe",neutral
"I mean, I need to discuss my job!",neutral
"Honestly, So, I love work it seems?",positive
Let's talk about my family don't you think?...,neutral
"I feel like Well, I'm excited for my future it seems!",positive
"Well, I'm excited for my future it seems! don't you think?",positive
I'm upset about my past quite?!...?,negative
"Actually, Look, I'm really happy about my health in my opinion ",positive
"Hmm, I'm really happy about my future from my perspective",positive
"Hmm, I'm really happy about my future...?",positive
"Listen, I'm really happy about my job I suppose?",positive
"In my experience, Listen, I hate my relationship...!",negative
"Listen, I hate my relationship...! don't you think?",negative
"Listen, I hate my relationship...!?!",negative
"You see, I'm upset about my past wouldn't you say?...?",negative
"I feel like Honestly, I hate my past I suppose!!",negative
"Honestly, I hate my past I suppose!!...",negative
"You know what, I'm excited for my health if you ask me,...",positive
"So, Let's talk about my relationship really?!",neutral
I think I'm thinking about my family from my perspective!!,neutral
I'm thinking about my family from my perspective!!...,neutral
"Actually, Let's talk about my friends I think...!",neutral
Let's talk about my friends I think...! from my perspective,neutral
I'm upset about my friends??,negative
"To be honest, I'm upset about my health really  maybe",negative
"I believe Actually, I hate my job actually?",negative
"Look, I'm really happy about my day actually you know?",positive
"In my experience, I need to discuss my friends it seems",neutral
I need to discuss my friends it seems from my perspective,neutral
I need to discuss my friends it seems...?,neutral
"Maybe Hmm, I need to discuss work",neutral
"Hmm, I need to discuss work right?",neutral
"Hmm, I need to discuss work...",neutral
I believe I'm excited for my friends I suppose,positive
I'm excited for my friends I suppose you know?,positive
"Actually, So, Let's talk about my job quite",neutral
"So, Let's talk about my job quite!",neutral
"Maybe Hmm, I need to discuss my relationship wouldn't you say?",neutral
"Look, I need to discuss work as far as I can tell...! I think",neutral
"Maybe Well, I need to discuss my friends I suppose?!",neutral
"Well, I need to discuss my friends I suppose?! I think",neutral
"Well, I need to discuss my friends I suppose?!...",neutral
"I feel like I mean, I'm disappointed with my family you know",negative
"I mean, I'm disappointed with my family you know don't you think?",negative
"You know, I hate my day right?",negative
"Maybe You see, Let's talk about my job actually...",neutral
"You see, Let's talk about my job actually... you know?",neutral
"You know, Hey, I'm disappointed with my future you know!",negative
"Hey, I'm disappointed with my future you know!?!",negative
"Honestly, I love my friends wouldn't you say? don't you think?",positive
"Honestly, I love my friends wouldn't you say?!",positive
I hate school from my perspective  in my opinion,negative
I hate school from my perspective ...,negative
"So, I'm really happy about my health it seems right?",positive
"I believe Hey, I'm thinking about work",neutral
"Hey, I'm thinking about work maybe",neutral
"Hey, I'm thinking about work?!",neutral
"You know, Honestly, I'm upset about my relationship ",negative
"Honestly, I'm upset about my relationship  in my opinion",negative
"Honestly, I'm upset about my relationship ...",negative
Maybe I'm really happy about my family right?...!,positive
I'm really happy about my family right?...!?!,positive
"Honestly, I'm thinking about work from my perspective ",neutral
I'm thinking about work from my perspective  don't you think?,neutral
I'm thinking about work from my perspective !,neutral
"Hmm, I'm upset about my family right??!",negative
"To be honest, I'm disappointed with my future actually??...",negative
"I feel like You see, I love work",positive
"You see, I love work?!",positive
I'm really happy about my day right?! I think,positive
"In my experience, You know what, I hate my future if you ask me",negative
"You know what, I hate my future if you ask me don't you think?",negative
"Honestly, Well, I'm upset about my job...!",negative
"You see, I'm disappointed with my past I believe,!",negative
I hate my health I believe?,negative
"So, I'm thinking about my relationship I suppose I think",neutral
"So, I'm thinking about my relationship I suppose!",neutral
"Well, I love my friends from my perspective!",positive
"Honestly, I'm really happy about my health I believe!",positive
I'm really happy about my health I believe!...?,positive
"Listen, Let's talk about my health wouldn't you say? from my perspective",neutral
"Listen, Let's talk about my health wouldn't you say?...?",neutral
"Maybe Well, I'm disappointed with school as far as I can tell",negative
"Actually, Hmm, I'm upset about school",negative
"Hmm, I'm upset about school maybe",negative
"I think Actually, I need to discuss my past wouldn't you say?",neutral
I'm disappointed with my past from my perspective,negative
"You know, I mean, I'm thinking about my future I believe",neutral
"I mean, I'm thinking about my future I believe!",neutral
"Maybe You know what, I hate school really",negative
"You know what, I hate school really right?",negative
"Honestly, You see, I'm upset about my job",negative
"You see, I'm upset about my job you know?",negative
"I feel like Look, I'm upset about my friends wouldn't you say?",negative
"Look, I'm upset about my friends wouldn't you say? from my perspective",negative
"Look, I'm upset about my friends wouldn't you say??!",negative
"Honestly, I'm thinking about my friends in my opinion you know?",neutral
Maybe I love my relationship don't you think??!,positive
I love my relationship don't you think??! right?,positive
I love my relationship don't you think??!?!,positive
I need to discuss my health.,neutral
"Hey, I need to discuss my health as far as I can tell in my opinion",neutral
"Hey, I need to discuss my health as far as I can tell...?",neutral
I'm disappointed with my family I think don't you think?,negative
"Actually, I love my friends really don't you think?",positive
"In my experience, I mean, I love my friends,",positive
"I mean, I love my friends, I think",positive
"I mean, I love my friends,!",positive
I think I'm really happy about my job!,positive
I'm really happy about my job! right?,positive
"Maybe You see, I hate my friends",negative
"You see, I hate my friends don't you think?",negative
"You see, I hate my friends!!",negative
"In my experience, So, I hate my past!",negative
I love my day actually don't you think?,positive
"Maybe You see, I hate work I suppose",negative
"So, I'm thinking about work...! you know?",neutral
"You know, I mean, I'm really happy about my past right?.",positive
"I mean, I'm really happy about my past right?....",positive
I'm disappointed with my health quite right?,negative
"Look, I'm really happy about work right?",positive
"Look, I'm really happy about work?!",positive
"So, I hate school",negative
I'm really happy about my relationship as far as I can tell don't you think?,positive
I'm really happy about my relationship as far as I can tell...?,positive
"Listen, I'm really happy about my day quite",positive
"I believe Well, I'm thinking about my past as far as I can tell",neutral
"Well, I'm thinking about my past as far as I can tell!",neutral
"I feel like Listen, Let's talk about work don't you think?...!",neutral
I'm thinking about work right? right?,neutral
I'm thinking about work right??!,neutral
"You know, You know what, I'm excited for my relationship",positive
"You know, You see, I'm disappointed with my relationship",negative
"You see, I'm disappointed with my relationship you know?",negative
I hate my health I suppose!!,negative
"Maybe Well, I'm excited for my friends",positive
I'm excited for my job as far as I can tell...,positive
"Maybe Look, I'm thinking about my day??",neutral
"Look, I'm thinking about my day?? you know?",neutral
"You see, I'm disappointed with my relationship if you ask me",negative
"I feel like Hey, I love my friends?!",positive
"Hey, I love my friends?! maybe",positive
"Hey, I love my friends?!...?",positive
"Hmm, I hate my job quite?? you know?",negative
"Actually, Well, I love my health you know...",positive
"Well, I love my health you know...!!",positive
"To be honest, I need to discuss my day...",neutral
"I mean, I hate my relationship don't you think??? maybe",negative
I believe I need to discuss my friends wouldn't you say? ,neutral
I need to discuss my friends wouldn't you say?  in my opinion,neutral
"You know, Actually, I'm really happy about my friends very",positive
"I feel like To be honest, I'm excited for my day I believe,",positive
"To be honest, I'm excited for my day I believe, from my perspective",positive
"In my experience, Hey, Let's talk about work you know",neutral
"Honestly, Hmm, I hate my friends actually",negative
"Hmm, I hate my friends actually maybe",negative
"Hmm, I hate my friends actually!!",negative
"Honestly, You know what, I hate my day I think",negative
"You know what, I hate my day I think maybe",negative
"You know what, I hate my day I think...?",negative
"In my experience, Let's talk about my health it seems",neutral
"Actually, I'm really happy about my day?!",positive
Let's talk about school in my opinion... don't you think?,neutral
"In my experience, You know what, I'm disappointed with my future",negative
"You know what, I'm disappointed with my future you know?",negative
"You know, So, I'm thinking about my day quite",neutral
"So, I'm thinking about my day quite don't you think?",neutral
"So, I'm thinking about my day quite?!",neutral
"Actually, I need to discuss school I think,",neutral
"I need to discuss school I think,...?",neutral
"Honestly, Let's talk about my future I believe...! in my opinion",neutral
"Honestly, Let's talk about my future I believe...!...?",neutral
"I mean, I need to discuss my relationship right? from my perspective",neutral
"Actually, Hmm, I love my job",positive
"Hmm, I love my job I think",positive
"To be honest, I'm disappointed with my past from my perspective...!!",negative
"I believe To be honest, I love my job really!!",positive
"To be honest, I love my job really!! right?",positive
"To be honest, I love my job really!!!",positive
I'm disappointed with my day wouldn't you say?  maybe,negative
I'm disappointed with my day wouldn't you say? ...,negative
I hate my past you know you know?,negative
"Hey, I'm upset about my family as far as I can tell...! I think",negative
"Hey, I'm upset about my family as far as I can tell...!...",negative
"Look, Let's talk about my future really!",neutral
"I feel like Honestly, I hate my health I believe",negative
"Honestly, I hate my health I believe!!",negative
"Maybe Actually, I'm upset about my job!",negative
"Actually, I'm upset about my job! in my opinion",negative
"You know, I'm excited for my future.",positive
"You see, Let's talk about my future, don't you think?",neutral
"You see, Let's talk about my future,...?",neutral
"Look, I'm excited for my past!?!",positive
Let's talk about my friends I suppose??!,neutral
"Hmm, I'm excited for my family  I think",positive
"Honestly, I'm really happy about my friends??...?",positive
"Honestly, You see, Let's talk about my day actually",neutral
"You see, Let's talk about my day actually I think",neutral
"You see, Let's talk about my day actually!!",neutral
"You know what, I'm excited for my job!!...?",positive
"To be honest, I love my past?? right?",positive
"You see, I'm upset about my past as far as I can tell in my opinion",negative
"You know, To be honest, I'm upset about my family!",negative
"To be honest, I'm upset about my family!?!",negative
I'm disappointed with my family in my opinion in my opinion,negative
I'm disappointed with my family in my opinion!,negative
I feel like I hate my friends?,negative
I hate my friends? maybe,negative
I hate my friends?!,negative
"Listen, Let's talk about my relationship I think...",neutral
"Hmm, I'm excited for my day if you ask me  right?",positive
"Hmm, I'm excited for my day if you ask me !!",positive
"Actually, I mean, I'm thinking about my job really",neutral
"I mean, I'm thinking about my job really right?",neutral
"I mean, I'm thinking about my job really!!",neutral
"I believe You know what, Let's talk about work",neutral
"Honestly, Listen, I love school it seems",positive
"I'm excited for my day,",positive
"To be honest, I love school I believe...?",positive
"I believe I mean, I'm really happy about my friends quite!!",positive
"I mean, I'm really happy about my friends quite!! from my perspective",positive
"I mean, I'm really happy about my friends quite!!!!",positive
"Maybe Actually, I'm thinking about my family I suppose",neutral
"To be honest, I love my future  right?",positive
"Actually, I hate my day I believe...",negative
I hate my day I believe...!!,negative
I'm really happy about my relationship it seems... you know?,positive
I'm really happy about my relationship it seems......,positive
"You know, I need to discuss work wouldn't you say?,",neutral
"I need to discuss work wouldn't you say?, maybe",neutral
"I need to discuss work wouldn't you say?,...?",neutral
"In my experience, Hmm, I'm upset about my future really.",negative
"Hmm, I'm upset about my future really. in my opinion",negative
"Hmm, I'm upset about my future really.!",negative
I'm thinking about work......?,neutral
"Well, I'm excited for work maybe",positive
"Well, I'm excited for work...",positive
I'm disappointed with my past very! maybe,negative
I'm disappointed with my past very!...?,negative
"You know, You see, I'm really happy about my job from my perspective",positive
"In my experience, Let's talk about school it seems?",neutral
Let's talk about school it seems? maybe,neutral
I'm thinking about my job really... you know?,neutral
"Actually, Listen, I need to discuss my day it seems?!",neutral
"Listen, I need to discuss my day it seems?! maybe",neutral
"Listen, I need to discuss my day it seems?!...",neutral
"In my experience, Actually, I'm disappointed with school don't you think?...!",negative
"Actually, I'm disappointed with school don't you think?...! maybe",negative
"Actually, I'm disappointed with school don't you think?...!?!",negative
"Honestly, Well, I hate work from my perspective ",negative
"Well, I hate work from my perspective !!",negative
"Hey, I'm disappointed with my health ",negative
I hate my job really,negative
"So, I'm thinking about my friends very",neutral
"Listen, I'm upset about my job in my opinion...",negative
"Hey, I'm excited for my health if you ask me!!",positive
"I think I mean, I need to discuss my future I suppose",neutral
"I mean, I need to discuss my future I suppose in my opinion",neutral
"I mean, I need to discuss my future I suppose!",neutral
"Honestly, Honestly, Let's talk about my family...",neutral
"Honestly, Let's talk about my family... I think",neutral
"Honestly, Let's talk about my family...!",neutral
"Actually, Actually, I hate work actually",negative
"I mean, I'm really happy about my future,",positive
"Hmm, Let's talk about my family I believe...",neutral
"I believe You see, I hate my job wouldn't you say?",negative
"You see, I hate my job wouldn't you say?!",negative
"Actually, Actually, I'm really happy about my family really",positive
"Actually, I'm really happy about my family really I think",positive
"Actually, I'm really happy about my family really?!",positive
"Honestly, I'm really happy about my day it seems!!",positive
"Look, I'm thinking about work very",neutral
I'm thinking about my day actually!!,neutral
"I mean, I hate my family in my opinion",negative
"Actually, I'm excited for my health wouldn't you say?",positive
"So, I'm excited for my friends I suppose. I think",positive
"So, I'm excited for my friends I suppose....?",positive
"In my experience, Look, I love my friends in my opinion...!",positive
"Look, I love my friends in my opinion...! in my opinion",positive
"I believe So, I'm really happy about school I suppose",positive
"Actually, So, I'm thinking about my day!!",neutral
"So, I'm thinking about my day!! right?",neutral
"So, I'm thinking about my day!!...?",neutral
"Well, I'm thinking about my past... I think",neutral
"Well, I'm thinking about my past...?!",neutral
"You see, Let's talk about my friends... don't you think?",neutral
"You see, Let's talk about my friends...!",neutral
"I believe Look, I'm upset about my past you know",negative
"Look, I'm upset about my past you know?!",negative
I'm excited for my future...!,positive
I believe I'm upset about my past!,negative
I'm upset about my past! don't you think?,negative
I'm upset about my past!!!,negative
"Listen, I'm disappointed with my family wouldn't you say?!!",negative
I'm excited for my family as far as I can tell,positive
Maybe I'm thinking about my friends right?,neutral
I'm thinking about my friends right? maybe,neutral
"I feel like You know what, Let's talk about school",neutral
"You know what, Let's talk about school from my perspective",neutral
I'm really happy about school actually,positive
"Actually, I mean, I'm really happy about my day!",positive
I'm thinking about my job if you ask me,neutral
I love my job if you ask me!!!!,positive
I'm disappointed with my job I suppose from my perspective,negative
Let's talk about my relationship. don't you think?,neutral
Let's talk about my relationship.!!,neutral
"Actually, I hate my relationship in my opinion ",negative
I hate my relationship in my opinion  I think,negative
"Actually, I love my health I believe maybe",positive
"Honestly, I mean, I'm really happy about my past if you ask me",positive
"I mean, I'm really happy about my past if you ask me don't you think?",positive
"I mean, I'm really happy about my past if you ask me...",positive
"Well, I love my future if you ask me in my opinion",positive
"Honestly, I love school wouldn't you say?",positive
I love school wouldn't you say? right?,positive
"Hey, I hate my day in my opinion...! I think",negative
"Hey, I hate my day in my opinion...!!",negative
"Actually, I'm upset about my job quite,",negative
"I'm upset about my job quite,!!",negative
I'm really happy about my job if you ask me? you know?,positive
I'm really happy about my job if you ask me?...?,positive
"I believe You know what, I'm upset about my past actually",negative
Let's talk about my family don't you think?? don't you think?,neutral
"I mean, I'm upset about my family it seems...",negative
I believe I need to discuss my job in my opinion,neutral
Maybe I'm excited for my relationship right?...!,positive
I'm excited for my relationship right?...! from my perspective,positive
I'm excited for my relationship right?...!?!,positive
"Honestly, I love school",positive
"In my experience, Well, I hate work in my opinion ",negative
"Actually, I love my health?! in my opinion",positive
"Actually, I love my health?!?!",positive
"Maybe You know what, I hate my friends right???",negative
"You know what, I hate my friends right??? in my opinion",negative
I'm really happy about my relationship quite? from my perspective,positive
I believe I'm excited for my past don't you think? ,positive
"You know, I'm excited for my friends I think",positive
I'm excited for my friends I think from my perspective,positive
"I believe Honestly, I hate my family?",negative
"Honestly, I hate my family??!",negative
"Honestly, I'm upset about my health right? ",negative
I believe I'm really happy about school I suppose.,positive
I'm really happy about school I suppose. in my opinion,positive
I'm really happy about school I suppose.!,positive
"I think Look, I'm really happy about my relationship I suppose!!",positive
"Look, I'm really happy about my relationship I suppose!! maybe",positive
"Look, I'm really happy about my relationship I suppose!!...",positive
"I believe So, I'm disappointed with my health",negative
"So, I'm disappointed with my health?!",negative
"You know, Hey, I need to discuss my future",neutral
"Hey, I need to discuss my future...",neutral
"Honestly, Let's talk about my friends.",neutral
Let's talk about my friends. don't you think?,neutral
Maybe I'm thinking about my friends I suppose,neutral
I'm thinking about my friends I suppose maybe,neutral
I feel like Let's talk about my family it seems ,neutral
Let's talk about my family it seems  I think,neutral
Let's talk about my family it seems ...?,neutral
"Hey, I'm really happy about my day, don't you think?",positive
"Hey, I'm disappointed with my job I think?!",negative
"I feel like I mean, I hate my future quite",negative
"I mean, I hate my future quite...",negative
"You know, I love my family as far as I can tell...",positive
I love my family as far as I can tell... maybe,positive
"Honestly, I need to discuss my family wouldn't you say? right?",neutral
I'm disappointed with my relationship don't you think? from my perspective,negative
I'm disappointed with my relationship don't you think?!!,negative
"You see, I'm thinking about my friends don't you think?",neutral
"So, I'm disappointed with my relationship in my opinion I think",negative
"So, I'm disappointed with my relationship in my opinion...?",negative
"I think You know what, I'm excited for my past quite",positive
"You know what, I'm excited for my past quite right?",positive
"You know what, I'm excited for my past quite?!",positive
"Actually, Hey, Let's talk about my relationship it seems",neutral
I'm excited for my future it seems don't you think?,positive
"Maybe Listen, I'm thinking about my relationship quite",neutral
"Listen, Let's talk about my friends very?!...?",neutral
"Hmm, I'm upset about my family!",negative
"Well, I'm really happy about my family very... you know?",positive
I'm upset about school from my perspective... don't you think?,negative
"I think Honestly, I hate work don't you think?",negative
"Honestly, I hate work don't you think? in my opinion",negative
"Maybe Well, Let's talk about my day I think",neutral
"Well, Let's talk about my day I think!",neutral
"To be honest, I'm really happy about my day right?!...",positive
"Actually, I'm thinking about my day very!!",neutral
"You see, I need to discuss work I think? you know?",neutral
"You see, I need to discuss work I think?!!",neutral
I'm really happy about my job quite!,positive
I'm really happy about my job quite! maybe,positive
"I think Listen, Let's talk about school",neutral
"Listen, Let's talk about school maybe",neutral
"You know what, I'm upset about my job it seems...?",negative
I'm excited for my health!! in my opinion,positive
"So, I hate work in my opinion...",negative
"Honestly, Honestly, I'm thinking about work quite...!",neutral
"Honestly, I'm thinking about work quite...!...?",neutral
"Honestly, Actually, I'm really happy about my day you know!!",positive
"Honestly, Hmm, I'm upset about my relationship!",negative
"Hmm, I'm upset about my relationship! in my opinion",negative
"I mean, I'm really happy about my family",positive
"Honestly, Look, I'm excited for my job from my perspective",positive
"Honestly, You know what, I'm disappointed with school actually...",negative
"You know what, I'm disappointed with school actually...!!",negative
"Actually, I'm excited for school as far as I can tell ",positive
"Actually, Listen, I love my health very",positive
"Listen, I love my health very!",positive
"Look, I love my past??!!",positive
"Honestly, You see, I hate my family if you ask me",negative
"You see, I hate my family if you ask me don't you think?",negative
"You see, I'm really happy about my day don't you think?......",positive
"You know, Well, I hate my family I think",negative
"Well, I hate my family I think don't you think?",negative
"Well, I hate my family I think...?",negative
"I feel like Hey, I'm thinking about my future...!",neutral
I'm thinking about my past actually...?,neutral
"Hey, I'm disappointed with my job if you ask me...?",negative
"Listen, I'm thinking about my past it seems right?",neutral
"Listen, I'm thinking about my past it seems?!",neutral
"You know, I mean, I hate my job",negative
"I mean, I hate my job...?",negative
I'm disappointed with my health if you ask me?! don't you think?,negative
"In my experience, Let's talk about my past it seems!!",neutral
Let's talk about my past it seems!!...,neutral
"In my experience, You see, I need to discuss school in my opinion",neutral
"You see, I need to discuss school in my opinion...?",neutral
I love my past I believe in my opinion,positive
I love my past I believe!!,positive
"Maybe You see, I hate work really",negative
"You see, I hate work really don't you think?",negative
"So, I'm disappointed with my job from my perspective",negative
"So, I'm disappointed with my job!",negative
I'm excited for work??,positive
I'm disappointed with my past as far as I can tell  right?,negative
"I think Hmm, I need to discuss work actually",neutral
"Hmm, I need to discuss work actually right?",neutral
I'm excited for my family quite??!,positive
I hate my friends I suppose??!,negative
I believe I love my family I think??,positive
I love my family I think?? I think,positive
I feel like Let's talk about my job I think?!,neutral
Let's talk about my job I think?! right?,neutral
Let's talk about my job I think?!?!,neutral
"You know, I'm excited for my day I suppose!",positive
I'm excited for my day I suppose! I think,positive
"You know, Hey, I'm upset about my future actually",negative
"Hey, I'm upset about my future actually I think",negative
"I believe Honestly, I'm really happy about my friends",positive
"Honestly, I'm really happy about my friends?!",positive
"I feel like You see, I'm excited for work wouldn't you say?,",positive
"You see, I'm excited for work wouldn't you say?, in my opinion",positive
"Maybe So, I'm excited for my day wouldn't you say?",positive
"In my experience, Hey, I'm disappointed with my health wouldn't you say?",negative
"Hey, I'm disappointed with my health wouldn't you say??!",negative
"I think Well, I'm thinking about my future it seems!!",neutral
"Well, I'm thinking about my future it seems!! maybe",neutral
"In my experience, I hate work I believe...!",negative
"So, Let's talk about my friends??!",neutral
"So, I'm thinking about school you know...",neutral
"You know what, I'm disappointed with my job really...! in my opinion",negative
I believe I love work I suppose??,positive
"You know what, I'm really happy about my health wouldn't you say?... in my opinion",positive
I love my past...! in my opinion,positive
I love my past...!!,positive
"You know, I'm really happy about work very",positive
I'm really happy about work very from my perspective,positive
"To be honest, I'm really happy about my future I think? I think",positive
I love my friends...!,positive
"Honestly, I'm really happy about my health",positive
"I feel like So, I'm really happy about my family",positive
"So, I'm really happy about my family?!",positive
"In my experience, Let's talk about my relationship quite",neutral
Let's talk about my relationship quite from my perspective,neutral
Let's talk about my relationship quite?!,neutral
"You see, I'm excited for my friends actually?!",positive
I love work if you ask me!,positive
"Look, I'm upset about my health I suppose... don't you think?",negative
"Look, I'm upset about my health I suppose...!!",negative
"Actually, I love my relationship!!!",positive
"I feel like You see, I need to discuss school very",neutral
