text,label
"Honestly, Everything is going well my family.",happy
Everything is going well my family. you know?,happy
"Actually, I'm really upset about my future wouldn't you say?",sad
I'm really upset about my future wouldn't you say?!!,sad
"To be honest, I'm really upset about my family in my opinion",sad
"I mean, I'm feeling great today! my day from my perspective",happy
I'm just checking in work as far as I can tell!! I think,neutral
"Hey, I wanted to talk about my past actually!",neutral
I'm feeling down school I think,sad
"You know, Listen, I'm really worried about my job I suppose",anxious
"Listen, I'm really worried about my job I suppose in my opinion",anxious
"Hey, I'm really upset about my family",sad
"You see, I'm so frustrated with work actually from my perspective",angry
"Actually, I mean, I can't stop thinking about my health I suppose",anxious
"Actually, I mean, I can't stop crying my future from my perspective...",sad
I believe I'm nervous about my past as far as I can tell.,anxious
I'm nervous about my past as far as I can tell. I think,anxious
I'm nervous about my past as far as I can tell....,anxious
Maybe I'm nervous about my job as far as I can tell,anxious
I'm nervous about my job as far as I can tell from my perspective,anxious
I'm nervous about my job as far as I can tell?!,anxious
"I believe Listen, I can't believe school??",angry
"Listen, I can't believe school??!",angry
"To be honest, I can't stop crying my family maybe",sad
"To be honest, I can't stop crying my family...?",sad
I can't believe my friends.,angry
"You know, Honestly, I can't stop thinking about my past,",anxious
"Honestly, I can't stop thinking about my past,...?",anxious
"So, I can't stop thinking about my future it seems",anxious
"Actually, Honestly, I'm so excited about my future",happy
"Honestly, I'm so excited about my future don't you think?",happy
"Honestly, I'm so excited about my future...",happy
This makes me really mad my day very! maybe,angry
I'm really worried about work in my opinion... from my perspective,anxious
I'm really worried about work in my opinion...!!,anxious
I'm feeling down my relationship in my opinion  right?,sad
I'm feeling down my relationship in my opinion ...?,sad
"To be honest, I'm so frustrated with my day in my opinion right?",angry
"Honestly, You see, I wanted to talk about my day,",neutral
"I believe Listen, I'm just checking in school actually",neutral
"Listen, I'm just checking in school actually from my perspective",neutral
"Listen, I'm just checking in school actually?!",neutral
"Actually, Actually, I'm nervous about work right?.",anxious
"Actually, I'm nervous about work right?.!",anxious
"You know what, I can't believe my future really",angry
I believe I'm so excited about my past ,happy
I'm so excited about my past  I think,happy
I'm so excited about my past ...?,happy
"I believe Well, Can we discuss my friends in my opinion",neutral
I'm so frustrated with my friends it seems! I think,angry
Everything is going well my future actually... from my perspective,happy
Everything is going well my future actually...!!,happy
"Honestly, Everything is going well my relationship wouldn't you say?...?",happy
"You know, Everything is going well my health actually",happy
Everything is going well my health actually!!,happy
"Honestly, I can't stop thinking about school ",anxious
I think Everything is going well my future I suppose,happy
Everything is going well my future I suppose from my perspective,happy
Everything is going well my future I suppose!!,happy
"Listen, I'm so excited about school very in my opinion",happy
"Listen, I'm so excited about school very!!",happy
"Maybe I'm so frustrated with my health it seems,",angry
"I'm so frustrated with my health it seems, you know?",angry
"You know, Look, I can't stop thinking about my past actually...!",anxious
"Look, I can't stop thinking about my past actually...!!!",anxious
"Listen, I'm feeling great today! my day I think I think",happy
"I think Everything is going well school I think,",happy
"Everything is going well school I think,?!",happy
"You know, You know what, I can't believe my friends?!",angry
"You know what, I can't believe my friends?! don't you think?",angry
"You know what, I can't believe my friends?!?!",angry
"So, I'm just checking in my health!! from my perspective",neutral
"So, I'm just checking in my health!!?!",neutral
"Look, I'm nervous about my relationship",anxious
"Look, I'm just checking in my relationship don't you think?",neutral
"Look, I'm just checking in my relationship!!",neutral
"In my experience, Honestly, I can't stop crying my past if you ask me?!",sad
"I mean, This makes me really mad my family",angry
"Maybe Actually, I'm really upset about work don't you think?",sad
"Look, Everything is going well my relationship if you ask me?? right?",happy
"Look, Everything is going well my relationship if you ask me??!!",happy
"So, Can we discuss my job. from my perspective",neutral
"Actually, Hey, I'm just checking in work from my perspective",neutral
"Hey, I'm just checking in work from my perspective I think",neutral
I wanted to talk about work actually!,neutral
"Honestly, This makes me really mad my job actually?!",angry
This makes me really mad my job actually?! in my opinion,angry
"Actually, Hey, I'm really worried about my future",anxious
I can't stop thinking about my day! I think,anxious
I'm really upset about work right?,sad
"I think Hmm, I'm feeling down school as far as I can tell",sad
"Hmm, I'm feeling down school as far as I can tell maybe",sad
"Hmm, I'm feeling down school as far as I can tell...?",sad
"You know what, I'm feeling great today! my past",happy
"This makes me really mad work as far as I can tell, don't you think?",angry
"Hey, I'm nervous about my job...!!",anxious
"Honestly, I can't believe work if you ask me...!",angry
I can't believe work if you ask me...! in my opinion,angry
I can't believe work if you ask me...!!,angry
Maybe I'm so excited about work I think,happy
I'm so excited about work I think...,happy
I'm so frustrated with my friends I suppose...! right?,angry
I'm so frustrated with my friends I suppose...!...?,angry
"In my experience, I can't stop thinking about my family...!",anxious
I can't stop thinking about my family...! you know?,anxious
Maybe Can we discuss my relationship very?,neutral
"Actually, Look, I can't stop crying my job",sad
"Look, I can't stop crying my job...",sad
I'm really upset about my relationship. maybe,sad
"Honestly, I'm feeling great today! my family from my perspective",happy
I'm feeling great today! my family from my perspective from my perspective,happy
"I believe So, I'm feeling down my family don't you think?!!",sad
"You know, This makes me really mad my family don't you think?...",angry
This makes me really mad my family don't you think?... maybe,angry
This makes me really mad my health wouldn't you say?....,angry
"You know, I can't stop crying school as far as I can tell",sad
I can't stop crying school as far as I can tell...?,sad
I'm really upset about my health in my opinion!,sad
"You know, Hmm, I'm feeling great today! my health from my perspective",happy
"Look, I wanted to talk about my relationship.",neutral
"I feel like You see, I'm feeling great today! my family as far as I can tell?!",happy
"You see, I'm feeling great today! my family as far as I can tell?! in my opinion",happy
I believe Everything is going well my job very!!,happy
Everything is going well my job very!! I think,happy
"I feel like Listen, I can't stop crying my relationship I believe,",sad
"I mean, I'm so frustrated with my day maybe",angry
"You know what, I'm feeling great today! my day?? don't you think?",happy
"You see, I'm nervous about my relationship actually!!",anxious
"So, I'm feeling down my family!!",sad
Can we discuss my relationship as far as I can tell don't you think?,neutral
Can we discuss my relationship as far as I can tell...?,neutral
"Actually, I can't stop thinking about my family if you ask me, maybe",anxious
I wanted to talk about my friends don't you think?... right?,neutral
I wanted to talk about my friends don't you think?......?,neutral
"I believe I mean, I'm so frustrated with my health you know.",angry
"I mean, I'm so frustrated with my health you know. I think",angry
"I mean, I'm so frustrated with my health you know.?!",angry
"You know what, I'm so frustrated with work you know...",angry
"Hmm, I'm so frustrated with my health... you know?",angry
"Hmm, I'm so frustrated with my health...?!",angry
"I feel like Listen, I'm feeling great today! my past really",happy
"Listen, I'm feeling great today! my past really...",happy
I think I'm really worried about my family don't you think?,anxious
"Hey, I wanted to talk about my past!",neutral
"So, Can we discuss my future...!",neutral
"In my experience, Hmm, I can't believe my relationship in my opinion",angry
"In my experience, Listen, I'm really worried about my day as far as I can tell!",anxious
"Listen, I'm really worried about my day as far as I can tell!!!",anxious
I'm so frustrated with my family!,angry
"You see, I'm feeling great today! my day wouldn't you say?",happy
"Maybe You know what, Can we discuss my past as far as I can tell",neutral
"You know what, Can we discuss my past as far as I can tell right?",neutral
"You know what, Can we discuss my past as far as I can tell!",neutral
"You know, Hmm, I'm nervous about my relationship",anxious
"I feel like I mean, I'm so frustrated with my day if you ask me",angry
"I mean, I'm so frustrated with my day if you ask me I think",angry
I can't believe work very? I think,angry
"Actually, Hey, I'm really worried about my family wouldn't you say?!!",anxious
"Hey, I'm really worried about my family wouldn't you say?!! maybe",anxious
"Hey, I'm really worried about my family wouldn't you say?!!...?",anxious
I'm really worried about my relationship you know!,anxious
"Actually, Honestly, I can't believe my future quite?",angry
"Honestly, I can't believe my future quite? right?",angry
"Maybe To be honest, I wanted to talk about my family as far as I can tell",neutral
"You see, I'm feeling great today! my day from my perspective...!!",happy
"Maybe You know what, I can't stop crying my future I suppose",sad
"You know what, I can't stop crying my future I suppose maybe",sad
"You know what, I can't stop crying my future I suppose...?",sad
"You know what, I wanted to talk about my job in my opinion? you know?",neutral
"You know what, I wanted to talk about my job in my opinion?!",neutral
"You know, You see, Everything is going well my day don't you think??",happy
"You see, Everything is going well my day don't you think?? you know?",happy
"Well, Everything is going well my past you know in my opinion",happy
"Honestly, This makes me really mad my job wouldn't you say?!!",angry
"I think You know what, I'm feeling down school very!",sad
"You know what, I'm feeling down school very! you know?",sad
"You know what, I'm feeling down school very!?!",sad
"In my experience, Hmm, I'm so excited about my past I believe.",happy
I'm just checking in my family very don't you think?,neutral
"You know, Hey, I'm feeling down my past...!",sad
"Hey, I'm feeling down my past...!!",sad
This makes me really mad my family in my opinion?!?!,angry
"In my experience, This makes me really mad my past if you ask me",angry
This makes me really mad my past if you ask me don't you think?,angry
"You see, I'm feeling great today! my future in my opinion! maybe",happy
"Maybe To be honest, I can't stop crying my past",sad
"To be honest, I can't stop crying my past in my opinion",sad
"To be honest, I can't stop crying my past...",sad
"Listen, I can't stop crying work it seems I think",sad
"Listen, I can't stop crying work it seems!",sad
"Look, Can we discuss my family very...! from my perspective",neutral
I can't stop crying work quite...,sad
"I believe Actually, Can we discuss my family in my opinion...!",neutral
"Actually, Can we discuss my family in my opinion...! don't you think?",neutral
"Actually, Can we discuss my family in my opinion...!!",neutral
"Look, This makes me really mad my family it seems don't you think?",angry
"Maybe To be honest, I'm just checking in work don't you think???",neutral
"To be honest, I'm just checking in work don't you think??? maybe",neutral
"Honestly, I can't stop thinking about my day don't you think?",anxious
"Honestly, I can't stop thinking about my day...?",anxious
"To be honest, I'm really upset about my day it seems!!!!",sad
"Maybe Actually, I can't believe my relationship",angry
"Actually, I can't believe my relationship in my opinion",angry
"Actually, I can't believe my relationship...?",angry
"Look, I'm feeling down my job.!!",sad
"I think You know what, I'm so excited about my health...",happy
"Maybe You know what, I'm nervous about my past,",anxious
"You know what, I'm nervous about my past, maybe",anxious
I'm nervous about my future you know from my perspective,anxious
I'm nervous about my future you know!!,anxious
I'm so excited about my job wouldn't you say?,happy
"You know, I'm really upset about my relationship if you ask me",sad
I'm really upset about my relationship if you ask me in my opinion,sad
"In my experience, I'm really worried about my job as far as I can tell!!",anxious
I'm really worried about my job as far as I can tell!! from my perspective,anxious
"Actually, I'm feeling great today! my family it seems ",happy
I'm feeling great today! my family it seems  maybe,happy
"I feel like Look, I'm really upset about my health I suppose",sad
"To be honest, I'm so frustrated with my health quite!",angry
"I mean, Can we discuss my health if you ask me in my opinion",neutral
"Actually, Can we discuss my family quite don't you think?",neutral
"Actually, Can we discuss my family quite...?",neutral
"Hey, Everything is going well my day...",happy
"Actually, I can't believe school really",angry
"Hmm, Everything is going well my health I believe...",happy
"I think Listen, I'm so frustrated with school",angry
Maybe I wanted to talk about my past really ,neutral
I wanted to talk about my past really  from my perspective,neutral
I feel like I'm nervous about my future...,anxious
I'm nervous about my future... I think,anxious
I'm nervous about my future...!!,anxious
"Honestly, Actually, I can't stop crying my relationship actually??",sad
"Actually, I can't stop crying my relationship actually?? don't you think?",sad
"Actually, I can't stop crying my relationship actually??!!",sad
"In my experience, I'm really worried about school from my perspective...",anxious
I'm really worried about school from my perspective...!!,anxious
"I think You see, I'm really upset about work it seems",sad
I can't stop thinking about my family quite? I think,anxious
I can't stop thinking about my family quite?!,anxious
I can't stop crying school I suppose I think,sad
I can't stop crying school I suppose!!,sad
"In my experience, I mean, I'm feeling great today! my friends",happy
"Hey, I can't stop thinking about my job very.",anxious
"Honestly, Actually, I'm so excited about work",happy
"Look, I'm feeling great today! my job I think",happy
"I believe So, I can't stop thinking about my day really,",anxious
"So, I can't stop thinking about my day really, in my opinion",anxious
"So, I can't stop thinking about my day really,!!",anxious
"To be honest, I'm just checking in my health",neutral
"I think You see, I can't stop thinking about my future in my opinion!",anxious
"You see, I can't stop thinking about my future in my opinion! right?",anxious
"I think Hmm, I'm feeling great today! my health",happy
"Hmm, I'm feeling great today! my health right?",happy
"Hmm, I'm feeling great today! my health!!",happy
I'm just checking in my family??,neutral
"Look, I can't stop thinking about my job actually... don't you think?",anxious
"In my experience, Can we discuss my job from my perspective...",neutral
Can we discuss my job from my perspective... from my perspective,neutral
"You know, Actually, I'm so frustrated with school actually",angry
"Actually, I'm so frustrated with school actually...",angry
Everything is going well my day as far as I can tell? maybe,happy
Everything is going well my day as far as I can tell?!,happy
"Actually, I'm feeling great today! my health actually.",happy
I'm feeling down my past very from my perspective,sad
I'm feeling down my past very...?,sad
I'm feeling great today! my future I suppose! don't you think?,happy
I'm feeling great today! my future I suppose!...,happy
"In my experience, I'm just checking in my job??",neutral
I'm just checking in my job?? maybe,neutral
I'm really worried about work right?!!!,anxious
"I think Listen, I can't stop thinking about my friends right?",anxious
"Listen, I can't stop thinking about my friends right?...?",anxious
"Well, I can't believe my health right?",angry
"I feel like Hmm, This makes me really mad my future!!",angry
"Hmm, This makes me really mad my future!! from my perspective",angry
"Hmm, This makes me really mad my future!!...",angry
"Hmm, I'm so excited about my relationship it seems!",happy
"Actually, I'm so frustrated with my family wouldn't you say?  from my perspective",angry
"Actually, I'm so frustrated with my family wouldn't you say? ...",angry
"Honestly, Look, I'm so frustrated with my future you know,",angry
"Look, I'm so frustrated with my future you know, I think",angry
"Look, I'm so frustrated with my future you know,...?",angry
"Honestly, I can't stop crying my relationship if you ask me...",sad
I can't stop crying my relationship if you ask me... right?,sad
"In my experience, Look, I can't stop crying work quite",sad
"Look, I wanted to talk about my friends don't you think?",neutral
"Honestly, To be honest, I'm so excited about work?!",happy
"You know, You know what, I'm really worried about my relationship it seems",anxious
"You know what, I'm really worried about my relationship it seems you know?",anxious
I can't stop thinking about my day,anxious
I feel like I'm nervous about work from my perspective?!,anxious
"Look, I'm nervous about work don't you think?...",anxious
I think I wanted to talk about my day very,neutral
I wanted to talk about my day very?!,neutral
"In my experience, Honestly, I'm really upset about my relationship it seems...!",sad
"Honestly, I'm really upset about my relationship it seems...! maybe",sad
"Actually, Honestly, Everything is going well my past",happy
"Honestly, Everything is going well my past!",happy
I can't believe my family you know...! maybe,angry
I can't believe my family you know...!!,angry
I'm feeling down my job!! from my perspective,sad
I'm feeling down my job!!...?,sad
I'm feeling down school really maybe,sad
I'm feeling down school really...?,sad
"Look, I can't stop thinking about my health I believe!",anxious
"In my experience, This makes me really mad school very",angry
This makes me really mad school very!,angry
I wanted to talk about my friends as far as I can tell in my opinion,neutral
I wanted to talk about my friends as far as I can tell...,neutral
I'm really upset about school very!!,sad
"In my experience, Look, I'm really upset about my job in my opinion!",sad
"Look, I'm really upset about my job in my opinion! I think",sad
"Look, I'm really upset about my job in my opinion!...?",sad
I wanted to talk about my friends...! from my perspective,neutral
"To be honest, I can't believe school it seems maybe",angry
"You know what, I'm really upset about school ",sad
"Listen, I'm so excited about school",happy
I can't stop crying my relationship I believe...?,sad
"I feel like Honestly, I'm so frustrated with my health very",angry
"Honestly, I'm so frustrated with my health very!",angry
"So, I'm nervous about my relationship in my opinion in my opinion",anxious
"Honestly, I can't stop thinking about my family in my opinion!!",anxious
"Actually, I'm feeling down my friends wouldn't you say?",sad
I'm feeling down my friends wouldn't you say? right?,sad
I'm feeling down my friends wouldn't you say?!!,sad
"I mean, I'm really upset about my friends really",sad
"Honestly, I wanted to talk about my health as far as I can tell?!",neutral
"You know what, Everything is going well my family really!",happy
I feel like Everything is going well work from my perspective,happy
Everything is going well work from my perspective you know?,happy
"I believe So, I can't stop crying school right?.",sad
"So, I can't stop crying school right?. right?",sad
"You know, I mean, This makes me really mad my health as far as I can tell",angry
"I mean, This makes me really mad my health as far as I can tell don't you think?",angry
"To be honest, I'm really upset about my relationship?!",sad
"Listen, I'm nervous about my health quite!! don't you think?",anxious
"Actually, I'm just checking in my health quite I think",neutral
I'm really upset about my job I suppose,sad
"I mean, I'm so excited about my past you know?",happy
"I mean, I'm so excited about my past?!",happy
"Honestly, Honestly, I'm so frustrated with my past?",angry
"Honestly, I'm so frustrated with my past? I think",angry
"Honestly, I'm so frustrated with my past?...?",angry
I can't believe work you know...! you know?,angry
I can't believe work you know...!...?,angry
"Listen, I'm nervous about my family very??...?",anxious
"I feel like Well, I wanted to talk about my job really...",neutral
"Well, I wanted to talk about my job really... in my opinion",neutral
"Well, I wanted to talk about my job really......?",neutral
"I think To be honest, I'm feeling great today! my job I think",happy
"To be honest, I'm feeling great today! my job I think in my opinion",happy
Maybe Can we discuss school I think...!,neutral
Can we discuss school I think...! don't you think?,neutral
"You know, I'm so excited about school quite",happy
I'm so excited about school quite you know?,happy
I'm so excited about school quite...?,happy
I feel like I can't stop crying my job don't you think??!,sad
"You know what, I'm feeling down my relationship very! in my opinion",sad
I think I'm so frustrated with work from my perspective!,angry
I'm so frustrated with work from my perspective! from my perspective,angry
I'm so frustrated with work from my perspective!!!,angry
"You know, Hey, I'm feeling down work really",sad
"Hey, I'm feeling down work really don't you think?",sad
"You know, So, I wanted to talk about my future if you ask me??",neutral
"Hmm, I'm so excited about my job quite don't you think?",happy
"Hmm, I'm so excited about my job quite...",happy
"Honestly, Listen, I wanted to talk about my health in my opinion",neutral
"I feel like You see, Can we discuss my relationship I think...!",neutral
"You see, Can we discuss my relationship I think...! in my opinion",neutral
"You see, Can we discuss my relationship I think...!!!",neutral
"This makes me really mad my future from my perspective,!!",angry
"I believe Hey, This makes me really mad my job?!",angry
"Hey, This makes me really mad my job?! in my opinion",angry
"You know what, I'm feeling great today! my family very you know?",happy
"Honestly, So, I'm so frustrated with my friends it seems",angry
"So, I'm so frustrated with my friends it seems...",angry
"Look, This makes me really mad work",angry
"In my experience, I wanted to talk about my friends,",neutral
"I wanted to talk about my friends,...?",neutral
"Maybe You know what, I'm so frustrated with my past",angry
"I think Look, I can't believe my job.",angry
"Look, I can't believe my job. you know?",angry
"Look, I can't believe my job....?",angry
"Actually, I can't stop crying my day?!",sad
"In my experience, I'm just checking in my family.",neutral
I'm just checking in my family. maybe,neutral
I feel like Everything is going well my future in my opinion?!,happy
I'm really upset about my job quite...?,sad
I'm nervous about school...! don't you think?,anxious
I'm nervous about school...!!,anxious
"Maybe Actually, I can't believe my day",angry
"Actually, I can't believe my day!!",angry
I think This makes me really mad my job I think ,angry
This makes me really mad my job I think  in my opinion,angry
"Actually, Well, I'm so frustrated with my past don't you think?!!",angry
"Well, I'm so frustrated with my past don't you think?!! I think",angry
"Actually, Hey, Everything is going well my friends as far as I can tell",happy
"Hey, Everything is going well my friends as far as I can tell you know?",happy
I'm just checking in my friends I think. you know?,neutral
Can we discuss my job actually don't you think?,neutral
"Well, Can we discuss work actually?",neutral
"Listen, I can't stop thinking about my day I think?!",anxious
"You see, I'm so frustrated with school it seems",angry
"So, I can't stop thinking about my future actually!",anxious
Maybe I can't stop thinking about school right? ,anxious
I can't stop thinking about school right? ...?,anxious
"Honestly, I wanted to talk about my family as far as I can tell",neutral
I wanted to talk about my family as far as I can tell I think,neutral
I wanted to talk about my family as far as I can tell...,neutral
"You see, Can we discuss my day wouldn't you say?, you know?",neutral
"Hey, I can't stop crying my friends, in my opinion",sad
"Hey, I can't stop crying my friends,!!",sad
"Hmm, I'm nervous about my job it seems...",anxious
"Everything is going well my past,...",happy
"I believe Actually, I can't stop thinking about my relationship from my perspective",anxious
"Actually, I can't stop thinking about my relationship from my perspective in my opinion",anxious
"Actually, Hmm, I'm really worried about my family as far as I can tell",anxious
"Hmm, I'm really worried about my family as far as I can tell you know?",anxious
"Hmm, I'm really worried about my family as far as I can tell...",anxious
"Actually, I wanted to talk about my family if you ask me...",neutral
I wanted to talk about my family if you ask me......,neutral
"Listen, I can't stop thinking about my future really",anxious
I feel like Can we discuss my day really,neutral
"I think You see, I wanted to talk about my friends",neutral
"You see, I wanted to talk about my friends!!",neutral
"Actually, You see, This makes me really mad work I believe!!",angry
"You see, This makes me really mad work I believe!!!!",angry
"To be honest, I wanted to talk about my friends right?",neutral
I wanted to talk about my relationship? don't you think?,neutral
I wanted to talk about my relationship?...,neutral
"Hey, Can we discuss my past wouldn't you say? I think",neutral
"In my experience, I'm feeling down work don't you think?",sad
I'm feeling down work don't you think? in my opinion,sad
"Maybe Look, I can't stop thinking about my friends",anxious
"Look, I can't stop thinking about my friends in my opinion",anxious
"Maybe Honestly, This makes me really mad my family I think...",angry
"Honestly, This makes me really mad my family I think...?!",angry
Maybe I'm nervous about work from my perspective,anxious
I'm nervous about work from my perspective!!,anxious
I'm nervous about my future really right?,anxious
I'm nervous about my future really?!,anxious
I can't believe my health quite!! maybe,angry
I can't believe my health quite!!...?,angry
"Actually, So, I wanted to talk about my day",neutral
"So, I wanted to talk about my day...",neutral
I'm so excited about school it seems! don't you think?,happy
"Actually, Actually, I'm nervous about work quite!!",anxious
"Actually, I'm nervous about work quite!! don't you think?",anxious
"Actually, I'm nervous about work quite!!...?",anxious
"You know, To be honest, I can't believe my future I suppose",angry
"To be honest, I can't believe my future I suppose from my perspective",angry
"To be honest, I can't believe my future I suppose...",angry
"You know, I mean, I'm feeling great today! my future wouldn't you say?...",happy
"I mean, I'm feeling great today! my future wouldn't you say?......?",happy
"Maybe You see, I'm nervous about my health I believe!",anxious
"You see, I'm nervous about my health I believe! you know?",anxious
"You see, I'm nervous about my health I believe!!",anxious
I think This makes me really mad my past right? ,angry
"You know, Can we discuss my past very?",neutral
"Maybe Hey, I'm feeling great today! work don't you think??",happy
"Hey, I'm feeling great today! work don't you think?? from my perspective",happy
"Hey, I'm feeling great today! work don't you think??...?",happy
I'm just checking in my family right? don't you think?,neutral
I'm just checking in my family right?...?,neutral
I wanted to talk about my family I believe?!!!,neutral
"Honestly, I'm feeling great today! my job I suppose maybe",happy
"Honestly, I'm feeling great today! my job I suppose?!",happy
"You know what, Everything is going well my job I suppose",happy
"Actually, Well, Everything is going well my friends you know?",happy
"Well, Everything is going well my friends you know? in my opinion",happy
"Well, Everything is going well my friends you know??!",happy
"I mean, I'm feeling down school if you ask me!! in my opinion",sad
"I mean, I'm feeling down school if you ask me!!?!",sad
I believe I can't stop crying my relationship?!,sad
"I think I mean, I'm really upset about my past right?",sad
"I mean, I'm really upset about my past right? right?",sad
"I mean, I'm really upset about my past right??!",sad
"Honestly, I wanted to talk about my future if you ask me ...?",neutral
"Hmm, I'm nervous about my past I suppose!!",anxious
"So, I wanted to talk about my health I think?! from my perspective",neutral
"So, I wanted to talk about my health I think?!!",neutral
"So, Can we discuss my friends I suppose!! from my perspective",neutral
"So, Can we discuss my friends I suppose!!...",neutral
"You know, I'm nervous about work I believe",anxious
I'm nervous about work I believe!,anxious
"You know, You know what, I wanted to talk about my health",neutral
"You know what, I wanted to talk about my health...",neutral
"So, I'm really worried about work from my perspective",anxious
"So, I'm really worried about work?!",anxious
"Actually, You know what, I'm really upset about my relationship don't you think?",sad
"You know what, I'm really upset about my relationship don't you think? right?",sad
"You know what, I'm really upset about my relationship don't you think?...",sad
I think I wanted to talk about my job very,neutral
I wanted to talk about my job very you know?,neutral
"Maybe You know what, Can we discuss my past quite",neutral
"You know what, Can we discuss my past quite right?",neutral
I'm really upset about my health as far as I can tell?! right?,sad
I feel like I'm just checking in school ,neutral
I'm just checking in school  in my opinion,neutral
"Look, I'm so excited about work if you ask me",happy
"Everything is going well my past I believe,",happy
"I think You know what, I'm feeling great today! my health.",happy
"You know what, I'm feeling great today! my health. you know?",happy
"You know what, I'm feeling great today! my health.!",happy
"Actually, I'm so excited about my past don't you think?? from my perspective",happy
"Actually, I'm so excited about my past don't you think??...?",happy
"Look, I'm nervous about my health don't you think? right?",anxious
"You know, I mean, I'm feeling great today! my future very",happy
"Listen, I can't stop crying my future don't you think? right?",sad
"Listen, I can't stop crying my future don't you think?!",sad
"I feel like So, I'm feeling down my relationship I believe.",sad
"So, I'm feeling down my relationship I believe. maybe",sad
"So, I'm feeling down my relationship I believe....",sad
I'm feeling great today! my day very,happy
"I believe You know what, I'm so excited about my health",happy
"You know what, I'm so excited about my health?!",happy
"Maybe Hey, I'm so frustrated with my future right?!",angry
"Hey, I'm so frustrated with my future right?!?!",angry
"You see, I'm feeling great today! work I believe!",happy
"Actually, I'm so frustrated with work, in my opinion",angry
"You know, Well, I'm really upset about my day it seems",sad
"Well, I'm really upset about my day it seems in my opinion",sad
"Maybe Honestly, I can't stop crying my relationship!",sad
"Honestly, I can't stop crying my relationship!!",sad
I think I'm just checking in my relationship I suppose,neutral
I'm just checking in my relationship I suppose...?,neutral
"Honestly, Can we discuss work I believe",neutral
Can we discuss work I believe maybe,neutral
"Hmm, I'm just checking in school you know",neutral
I feel like I can't stop thinking about my day from my perspective,anxious
I can't stop thinking about my day from my perspective you know?,anxious
"Well, Can we discuss my job from my perspective?",neutral
"I believe Hey, This makes me really mad my future I think",angry
"Hey, This makes me really mad my future I think maybe",angry
"I think Hmm, I'm really worried about work quite.",anxious
"Hmm, I'm really worried about work quite.?!",anxious
I'm so frustrated with school very right?,angry
I'm so frustrated with school very!!,angry
I think I'm feeling down my relationship from my perspective,sad
"I mean, I can't stop crying work I think",sad
"You know, I'm really worried about school I suppose??",anxious
"Listen, Can we discuss my day you know?",neutral
"In my experience, I'm really worried about my friends from my perspective!",anxious
I'm really worried about my friends from my perspective! I think,anxious
I'm really worried about my friends from my perspective!!!,anxious
I'm feeling down my family right?? right?,sad
I'm feeling down my family right??!!,sad
I can't stop crying my future if you ask me!,sad
I can't stop crying my health from my perspective?!,sad
"You know what, Can we discuss my day in my opinion maybe",neutral
I'm feeling great today! work  in my opinion,happy
I believe I'm really worried about my job really,anxious
I'm really worried about my job really?!,anxious
"Look, Everything is going well my past...!",happy
"I feel like Hmm, I can't believe my relationship don't you think?",angry
I feel like I can't believe school if you ask me,angry
I can't believe school if you ask me!,angry
"You know, So, I'm nervous about my day I suppose?!",anxious
"So, I'm nervous about my day I suppose?! in my opinion",anxious
"You know what, This makes me really mad my relationship if you ask me? from my perspective",angry
"Actually, I'm feeling great today! my future don't you think?",happy
"Honestly, Well, Can we discuss school,",neutral
"Well, Can we discuss school, in my opinion",neutral
"Well, Can we discuss school,!",neutral
"To be honest, I can't stop thinking about my past don't you think?",anxious
"Honestly, This makes me really mad my job...",angry
This makes me really mad my job...!,angry
"You see, This makes me really mad my past from my perspective",angry
I'm so frustrated with my family wouldn't you say? don't you think?,angry
"Honestly, I'm so excited about school??",happy
I'm so excited about school?? from my perspective,happy
I'm so excited about school??...,happy
"Honestly, Everything is going well my health in my opinion!",happy
Everything is going well my health in my opinion!?!,happy
"You know, Well, I'm really worried about my past",anxious
"I believe Honestly, I can't stop crying my past",sad
"Honestly, Well, I'm so excited about my family in my opinion",happy
"Honestly, I'm really worried about my future if you ask me",anxious
I'm really worried about my future if you ask me...,anxious
"I believe I can't stop crying my past,",sad
I believe Everything is going well school wouldn't you say? ,happy
Everything is going well school wouldn't you say? !!,happy
"You know, I'm feeling great today! my health quite",happy
I'm feeling great today! my health quite from my perspective,happy
I feel like I can't believe my future in my opinion?,angry
I can't believe my future in my opinion? from my perspective,angry
"Honestly, I'm so frustrated with work wouldn't you say?",angry
I'm so frustrated with work wouldn't you say? I think,angry
I'm so frustrated with work wouldn't you say??!,angry
I believe I'm feeling down my health from my perspective,sad
"You know, I'm so excited about my relationship in my opinion??",happy
"Honestly, I wanted to talk about work I suppose...",neutral
"Well, Can we discuss my day, from my perspective",neutral
"Well, Can we discuss my day,?!",neutral
I'm so frustrated with my job don't you think?! I think,angry
"Honestly, You see, I'm so frustrated with work",angry
"You see, I'm so frustrated with work you know?",angry
"You see, I'm so frustrated with work!",angry
This makes me really mad my friends I suppose  don't you think?,angry
"Actually, I'm feeling great today! my past don't you think?  right?",happy
"Actually, I'm feeling great today! my past don't you think? !",happy
"You see, I'm nervous about my day I think",anxious
"In my experience, Hey, This makes me really mad my future really??",angry
"Hey, This makes me really mad my future really?? right?",angry
"Actually, Listen, Can we discuss my family from my perspective",neutral
"Look, Everything is going well my health from my perspective?!",happy
I can't believe work in my opinion...! right?,angry
"You know what, This makes me really mad my health very... I think",angry
"You know what, This makes me really mad my health very...!!",angry
"I mean, I'm so frustrated with my friends it seems...",angry
